course_id,userid_DI,registered,viewed,explored,certified,final_cc_cname_DI,LoE_DI,YoB,gender,start_time_DI,last_event_DI,nevents,ndays_act,nplay_video,nchapters,nforum_posts
HarvardX/CS50x/2012,MHxPC130187931,1,1,1,1,India,Secondary,1992.0,m,10/21/12,5/10/13,104.0,17.0,0.0,6.0,0
HarvardX/PH278x/2013_Spring,MHxPC130235078,1,1,0,0,India,Bachelor's,1983.0,m,7/21/13,8/30/13,8.0,4.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130487462,1,1,1,1,Mexico,Bachelor's,1988.0,f,2/8/13,6/15/13,575.0,10.0,5.0,6.0,0
HarvardX/CB22x/2013_Spring,MHxPC130109447,1,1,0,0,United States,Secondary,1983.0,f,1/4/13,5/15/13,73.0,6.0,0.0,4.0,0
HarvardX/CS50x/2012,MHxPC130248042,1,0,0,0,Other Africa,Master's,1969.0,m,9/12/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130507389,1,1,0,1,United Kingdom,unk,-1.0,unk,7/2/13,7/28/13,538.0,4.0,0.0,14.0,0
HarvardX/ER22x/2013_Spring,MHxPC130040060,1,0,0,0,United States,Doctorate,1969.0,f,3/7/13,3/7/13,3.0,1.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130233321,1,1,1,1,United States,Master's,1985.0,f,3/18/13,8/2/13,955.0,23.0,0.0,29.0,0
HarvardX/PH207x/2012_Fall,MHxPC130597113,1,1,1,1,Egypt,Bachelor's,1986.0,m,10/20/12,1/19/13,6641.0,43.0,712.0,16.0,0
HarvardX/CS50x/2012,MHxPC130522735,1,1,1,1,Brazil,Secondary,1978.0,m,11/7/12,4/16/13,276.0,25.0,0.0,12.0,0
HarvardX/PH278x/2013_Spring,MHxPC130244411,1,1,0,1,United States,Secondary,1994.0,f,5/16/13,8/16/13,745.0,11.0,43.0,5.0,0
HarvardX/PH207x/2012_Fall,MHxPC130108758,1,1,0,0,Other Europe,unk,-1.0,unk,12/3/12,12/3/12,30.0,1.0,1.0,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130526226,1,0,0,0,Unknown/Other,Secondary,1995.0,m,1/19/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130483743,1,1,0,0,United States,Master's,1982.0,f,9/9/12,4/4/13,17.0,2.0,0.0,3.0,0
HarvardX/ER22x/2013_Spring,MHxPC130192199,1,0,0,0,Other Africa,Bachelor's,1986.0,m,2/21/13,2/21/13,1.0,1.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130057550,1,1,1,1,Other Africa,Bachelor's,1987.0,f,10/14/12,4/17/13,6208.0,45.0,1432.0,14.0,0
HarvardX/ER22x/2013_Spring,MHxPC130248527,1,1,1,1,Other Europe,Master's,1983.0,m,3/18/13,8/27/13,2063.0,45.0,0.0,32.0,0
HarvardX/CS50x/2012,MHxPC130163117,1,1,1,1,Canada,Bachelor's,1981.0,f,9/30/12,5/12/13,25.0,10.0,0.0,9.0,0
HarvardX/CS50x/2012,MHxPC130324989,1,1,1,1,Colombia,Bachelor's,1988.0,m,9/12/12,7/1/13,103.0,24.0,0.0,12.0,0
HarvardX/CB22x/2013_Spring,MHxPC130288487,1,1,0,0,Brazil,Bachelor's,1988.0,f,6/9/13,6/10/13,41.0,1.0,0.0,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130567662,1,1,1,1,India,Secondary,1993.0,f,6/29/13,7/26/13,1235.0,6.0,0.0,25.0,0
HarvardX/CS50x/2012,MHxPC130435530,1,0,0,0,United Kingdom,Bachelor's,1983.0,m,8/16/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130075663,1,0,0,0,Canada,Bachelor's,1985.0,f,3/6/13,3/7/13,2.0,1.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130538990,1,1,1,1,United Kingdom,Master's,1982.0,m,2/21/13,8/9/13,1268.0,27.0,0.0,30.0,0
HarvardX/PH278x/2013_Spring,MHxPC130025624,1,1,0,0,Canada,unk,-1.0,unk,4/28/13,7/13/13,13.0,2.0,2.0,2.0,0
HarvardX/CS50x/2012,MHxPC130332615,1,0,0,0,Unknown/Other,Secondary,1992.0,m,9/21/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130009015,1,1,1,1,Canada,Master's,1976.0,m,3/21/13,7/4/13,1918.0,15.0,256.0,8.0,0
HarvardX/PH278x/2013_Spring,MHxPC130009862,1,0,0,0,Unknown/Other,Master's,1985.0,f,1/24/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130356356,1,1,1,1,United States,Doctorate,1943.0,m,3/17/13,6/24/13,2419.0,19.0,0.0,33.0,0
HarvardX/PH207x/2012_Fall,MHxPC130352958,1,1,1,1,Other Europe,Doctorate,1972.0,m,9/14/12,1/20/13,5605.0,44.0,98.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130565734,1,1,0,0,Brazil,Bachelor's,1985.0,f,6/24/13,6/24/13,4.0,1.0,0.0,1.0,0
HarvardX/PH207x/2012_Fall,MHxPC130578839,1,0,0,0,India,Bachelor's,1990.0,f,8/17/12,8/18/12,1.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130337220,1,1,0,0,France,Secondary,1990.0,m,3/17/13,4/2/13,74.0,13.0,0.0,3.0,0
HarvardX/CB22x/2013_Spring,MHxPC130264001,1,1,0,0,Germany,Master's,1985.0,m,5/21/13,6/4/13,190.0,5.0,0.0,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130356203,1,1,1,1,United States,Doctorate,1971.0,f,9/25/12,1/19/13,6573.0,51.0,1064.0,16.0,0
HarvardX/CS50x/2012,MHxPC130377337,1,0,0,0,United States,Bachelor's,1985.0,m,8/12/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130217349,1,1,1,1,India,Secondary,1991.0,m,2/14/13,7/30/13,992.0,11.0,0.0,32.0,0
HarvardX/ER22x/2013_Spring,MHxPC130332220,1,1,0,0,India,Master's,1981.0,m,1/15/13,3/14/13,12.0,2.0,0.0,2.0,0
HarvardX/CS50x/2012,MHxPC130524766,1,0,0,0,Canada,Master's,1978.0,m,9/9/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130154522,1,1,0,1,Pakistan,Bachelor's,1990.0,f,12/20/12,6/26/13,331.0,3.0,0.0,8.0,0
HarvardX/CS50x/2012,MHxPC130197795,1,1,1,1,United States,unk,-1.0,unk,8/16/12,5/7/13,56.0,15.0,0.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130569874,1,0,0,0,Other Middle East/Central Asia,Bachelor's,1987.0,m,8/29/13,8/29/13,1.0,1.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130187377,1,1,1,1,Other Europe,Master's,1982.0,f,5/17/13,8/8/13,1220.0,23.0,36.0,11.0,0
HarvardX/ER22x/2013_Spring,MHxPC130288463,1,1,1,1,"Other North & Central Amer., Caribbean",Bachelor's,1992.0,m,6/3/13,8/27/13,453.0,13.0,0.0,23.0,0
HarvardX/CS50x/2012,MHxPC130345376,1,1,1,1,Brazil,Master's,1981.0,m,7/28/12,3/1/13,5.0,4.0,0.0,10.0,0
HarvardX/ER22x/2013_Spring,MHxPC130340133,1,1,1,1,Brazil,Bachelor's,1971.0,f,12/29/12,8/13/13,1870.0,29.0,0.0,33.0,0
HarvardX/CS50x/2012,MHxPC130168765,1,1,1,1,Canada,Bachelor's,1983.0,m,8/21/12,5/11/13,310.0,46.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130509100,1,0,0,0,Unknown/Other,Master's,1982.0,m,8/24/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130569588,1,1,1,1,Other Africa,Bachelor's,1986.0,f,11/4/12,1/20/13,1541.0,10.0,0.0,11.0,0
HarvardX/PH207x/2012_Fall,MHxPC130587091,1,1,1,1,Nigeria,Bachelor's,1978.0,f,10/20/12,2/12/13,8233.0,55.0,1307.0,14.0,0
HarvardX/CS50x/2012,MHxPC130497204,1,0,0,0,India,Bachelor's,1969.0,m,10/13/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130359360,1,1,1,1,United States,Bachelor's,1985.0,m,8/13/12,5/7/13,172.0,19.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130170167,1,1,0,0,Other Africa,unk,1988.0,m,2/16/13,2/16/13,11.0,1.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130302091,1,0,0,0,Other Europe,Secondary,1981.0,m,8/18/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130069712,1,1,0,0,United States,unk,-1.0,unk,8/21/12,3/20/13,33.0,3.0,0.0,4.0,0
HarvardX/CS50x/2012,MHxPC130518513,1,0,0,0,Canada,Secondary,1975.0,m,8/14/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130173927,1,0,0,0,Other Europe,Bachelor's,1989.0,f,4/28/13,4/28/13,5.0,1.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130335180,1,1,1,1,Portugal,Master's,1979.0,f,8/16/12,1/16/13,4662.0,55.0,804.0,14.0,0
HarvardX/CB22x/2013_Spring,MHxPC130330605,1,1,0,0,Other Europe,Bachelor's,1980.0,m,7/11/13,7/11/13,74.0,1.0,0.0,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130294266,1,1,1,1,Spain,Master's,1979.0,m,10/6/12,1/20/13,11388.0,56.0,1895.0,15.0,0
HarvardX/CB22x/2013_Spring,MHxPC130569851,1,1,0,0,United States,Master's,1985.0,m,3/5/13,3/16/13,48.0,4.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130063256,1,1,1,1,Brazil,Secondary,1994.0,m,12/30/12,6/28/13,1327.0,17.0,0.0,31.0,0
HarvardX/CS50x/2012,MHxPC130050999,1,1,0,0,Other South Asia,Bachelor's,1986.0,m,7/12/13,7/12/13,14.0,3.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130064513,1,1,1,1,United States,Bachelor's,1983.0,f,3/8/13,8/14/13,802.0,16.0,0.0,25.0,0
HarvardX/CB22x/2013_Spring,MHxPC130126346,1,1,0,0,China,Bachelor's,1989.0,m,6/1/13,6/2/13,35.0,1.0,0.0,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130278718,1,1,1,1,United Kingdom,Master's,1982.0,f,10/11/12,1/20/13,3211.0,46.0,409.0,15.0,0
HarvardX/CB22x/2013_Spring,MHxPC130213236,1,1,0,0,United States,unk,-1.0,unk,2/1/13,3/19/13,84.0,7.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130212497,1,1,1,1,Portugal,Master's,1985.0,m,10/6/12,1/19/13,5043.0,32.0,530.0,15.0,0
HarvardX/CS50x/2012,MHxPC130381558,1,0,0,0,Unknown/Other,Bachelor's,1967.0,m,10/19/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130259025,1,1,1,1,United States,Bachelor's,1989.0,f,7/25/12,1/17/13,5235.0,31.0,590.0,15.0,0
HarvardX/PH278x/2013_Spring,MHxPC130508560,1,0,0,0,Unknown/Other,Bachelor's,1991.0,f,12/21/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130443524,1,0,0,0,United States,Bachelor's,1987.0,f,2/5/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130403256,1,1,1,1,United States,Less than Secondary,1988.0,m,8/24/12,7/29/13,196.0,39.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130380697,1,1,1,1,India,Secondary,1993.0,m,1/13/13,5/10/13,88.0,15.0,0.0,8.0,0
HarvardX/CS50x/2012,MHxPC130460777,1,1,1,1,Philippines,Bachelor's,1989.0,m,9/26/12,7/31/13,126.0,22.0,0.0,9.0,0
HarvardX/PH207x/2012_Fall,MHxPC130120831,1,1,1,1,United States,Bachelor's,1989.0,f,10/20/12,1/14/13,3576.0,23.0,239.0,14.0,0
HarvardX/CS50x/2012,MHxPC130405508,1,0,0,0,Unknown/Other,Bachelor's,1987.0,m,9/18/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130070546,1,0,0,0,Unknown/Other,Secondary,1994.0,f,10/15/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130414133,1,1,1,1,Other Middle East/Central Asia,Secondary,1994.0,m,7/27/13,9/7/13,1285.0,10.0,0.0,25.0,0
HarvardX/CS50x/2012,MHxPC130107177,1,0,0,0,United States,Bachelor's,1984.0,m,8/17/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130421736,1,0,0,0,United States,Secondary,1951.0,f,1/9/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130266250,1,1,1,1,Spain,Bachelor's,1984.0,f,10/7/12,1/16/13,8310.0,38.0,603.0,12.0,0
HarvardX/CS50x/2012,MHxPC130595400,1,1,1,1,Spain,unk,-1.0,unk,8/20/12,5/10/13,594.0,44.0,0.0,12.0,0
HarvardX/ER22x/2013_Spring,MHxPC130352997,1,0,0,0,Unknown/Other,unk,-1.0,m,1/24/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130080529,1,1,1,1,Other South America,Master's,1984.0,m,10/1/12,4/5/13,3064.0,28.0,460.0,14.0,0
HarvardX/ER22x/2013_Spring,MHxPC130543890,1,1,0,0,Spain,Bachelor's,1992.0,m,1/8/13,5/27/13,72.0,2.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130044046,1,1,1,0,India,Secondary,1993.0,m,2/12/13,7/5/13,1070.0,16.0,0.0,29.0,1
HarvardX/ER22x/2013_Spring,MHxPC130032060,1,1,0,0,Japan,Bachelor's,1988.0,m,5/22/13,8/18/13,17.0,2.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130414682,1,1,1,1,Greece,Secondary,1977.0,m,9/22/12,9/1/13,90.0,29.0,0.0,9.0,0
HarvardX/PH207x/2012_Fall,MHxPC130077080,1,1,1,1,United States,Less than Secondary,1996.0,f,10/28/12,2/24/13,4606.0,33.0,209.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130071085,1,1,0,0,United States,unk,-1.0,unk,6/1/13,6/1/13,5.0,1.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130545087,1,1,0,0,Other Africa,Bachelor's,1986.0,m,5/9/13,5/9/13,11.0,1.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130163027,1,1,0,0,United States,Doctorate,-1.0,f,10/15/12,10/16/12,145.0,2.0,27.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130016367,1,1,0,0,United Kingdom,Secondary,1983.0,m,5/15/13,5/26/13,37.0,6.0,0.0,3.0,0
HarvardX/CS50x/2012,MHxPC130271484,1,1,0,0,Mexico,Bachelor's,1990.0,m,2/10/13,3/29/13,122.0,7.0,0.0,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130197509,1,0,0,0,Canada,Master's,1984.0,m,9/10/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130368082,1,1,1,1,United States,Doctorate,1967.0,f,9/5/12,2/28/13,9135.0,51.0,1682.0,16.0,0
HarvardX/ER22x/2013_Spring,MHxPC130097727,1,1,1,1,United States,unk,-1.0,unk,3/7/13,7/2/13,1540.0,44.0,0.0,34.0,0
HarvardX/CS50x/2012,MHxPC130377094,1,1,0,0,United States,Secondary,1980.0,m,5/20/13,5/20/13,7.0,1.0,0.0,3.0,0
HarvardX/PH207x/2012_Fall,MHxPC130465538,1,1,1,1,India,Master's,1977.0,f,8/25/12,1/17/13,6375.0,55.0,424.0,14.0,0
HarvardX/ER22x/2013_Spring,MHxPC130440484,1,1,0,0,Canada,Less than Secondary,1996.0,m,6/27/13,6/27/13,31.0,1.0,0.0,2.0,0
HarvardX/CS50x/2012,MHxPC130414379,1,0,0,0,Unknown/Other,Secondary,1986.0,m,7/9/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130008621,1,0,0,0,India,Doctorate,1972.0,m,12/27/12,5/15/13,3.0,1.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130396244,1,0,0,0,Unknown/Other,unk,-1.0,unk,1/25/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130267625,1,1,0,0,United States,Bachelor's,1961.0,f,6/13/13,6/13/13,9.0,1.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130351256,1,1,1,1,Russian Federation,Master's,1987.0,m,10/16/12,5/8/13,312.0,36.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130344742,1,1,1,1,United States,unk,-1.0,unk,9/8/12,6/28/13,119.0,26.0,0.0,11.0,0
HarvardX/CS50x/2012,MHxPC130206209,1,0,0,0,Unknown/Other,Master's,1982.0,m,8/17/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130376557,1,1,1,1,Other Europe,Bachelor's,1988.0,f,4/1/13,7/22/13,1642.0,12.0,0.0,32.0,1
HarvardX/CS50x/2012,MHxPC130261644,1,1,0,0,Nigeria,unk,-1.0,m,1/2/13,7/20/13,25.0,10.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130376281,1,1,0,0,Philippines,Bachelor's,1992.0,f,3/30/13,3/30/13,5.0,1.0,0.0,1.0,0
HarvardX/PH207x/2012_Fall,MHxPC130044092,1,1,1,1,Germany,Master's,1984.0,f,10/15/12,1/16/13,5537.0,41.0,1087.0,15.0,0
HarvardX/PH207x/2012_Fall,MHxPC130516422,1,1,0,0,United States,Bachelor's,1984.0,f,9/22/12,11/5/12,302.0,8.0,45.0,4.0,0
HarvardX/CS50x/2012,MHxPC130337360,1,1,1,1,France,unk,-1.0,unk,7/29/12,5/24/13,311.0,23.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130123363,1,0,0,0,Egypt,Bachelor's,1985.0,m,9/8/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130226745,1,1,1,0,Canada,Bachelor's,1988.0,m,3/2/13,4/24/13,554.0,38.0,0.0,11.0,0
HarvardX/CS50x/2012,MHxPC130509220,1,0,0,0,Unknown/Other,Bachelor's,1986.0,m,8/14/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130564240,1,0,0,0,Unknown/Other,Secondary,1992.0,m,10/24/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130066927,1,1,1,1,Other Africa,Bachelor's,1980.0,f,10/2/12,2/19/13,10663.0,73.0,1192.0,15.0,0
HarvardX/PH278x/2013_Spring,MHxPC130487486,1,1,0,0,United States,Bachelor's,1983.0,f,6/5/13,6/6/13,10.0,2.0,1.0,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130419046,1,1,0,0,Mexico,Secondary,1993.0,m,3/6/13,5/16/13,129.0,4.0,7.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130551048,1,1,1,1,United States,Bachelor's,1968.0,m,1/13/13,8/17/13,972.0,30.0,0.0,28.0,1
HarvardX/ER22x/2013_Spring,MHxPC130169955,1,0,0,0,United States,unk,1983.0,f,8/27/13,8/27/13,1.0,1.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130230021,1,1,0,0,Mexico,Master's,1976.0,m,10/30/12,2/15/13,28.0,2.0,0.0,1.0,0
HarvardX/PH278x/2013_Spring,MHxPC130279319,1,1,1,1,United States,Bachelor's,1989.0,m,2/8/13,6/28/13,2224.0,18.0,653.0,7.0,0
HarvardX/PH207x/2012_Fall,MHxPC130463883,1,1,1,1,United States,unk,-1.0,unk,10/29/12,6/14/13,8830.0,63.0,874.0,15.0,0
HarvardX/CB22x/2013_Spring,MHxPC130214048,1,1,1,1,Other Europe,Secondary,1992.0,m,7/2/13,8/31/13,2494.0,25.0,0.0,26.0,0
HarvardX/PH207x/2012_Fall,MHxPC130451552,1,0,0,0,United States,Bachelor's,1984.0,m,7/26/12,7/26/12,1.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130073798,1,0,0,0,United States,Bachelor's,1971.0,f,10/22/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130409982,1,1,1,1,Other Europe,unk,-1.0,unk,5/15/13,8/18/13,1935.0,26.0,0.0,26.0,0
HarvardX/ER22x/2013_Spring,MHxPC130401407,1,1,1,1,Japan,Master's,1981.0,m,1/15/13,8/27/13,1735.0,53.0,0.0,31.0,0
HarvardX/PH207x/2012_Fall,MHxPC130077468,1,1,1,0,United States,Master's,1986.0,f,9/14/12,2/13/13,455.0,5.0,7.0,15.0,0
HarvardX/ER22x/2013_Spring,MHxPC130274067,1,1,1,1,Canada,Less than Secondary,1997.0,m,6/25/13,8/7/13,602.0,3.0,0.0,20.0,0
HarvardX/ER22x/2013_Spring,MHxPC130405520,1,1,0,0,Other Europe,Secondary,1990.0,m,2/10/13,3/12/13,24.0,5.0,0.0,2.0,0
HarvardX/CB22x/2013_Spring,MHxPC130120339,1,0,0,0,Unknown/Other,Master's,1986.0,m,1/3/13,11/17/13,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130125653,1,0,0,0,Unknown/Other,Bachelor's,1987.0,m,10/16/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130167959,1,1,0,0,United States,Master's,1968.0,m,12/15/12,3/11/13,12.0,2.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130221652,1,1,0,0,India,Master's,-1.0,f,10/4/12,10/16/12,28.0,2.0,0.0,1.0,0
HarvardX/CS50x/2012,MHxPC130028858,1,0,0,0,Unknown/Other,Bachelor's,-1.0,unk,6/30/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130387910,1,0,0,0,United States,Secondary,1993.0,m,3/19/13,3/19/13,1.0,1.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130477811,1,0,0,0,Unknown/Other,Less than Secondary,1997.0,f,2/14/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH278x/2013_Spring,MHxPC130028085,1,1,0,0,India,Bachelor's,1987.0,f,1/28/13,6/12/13,164.0,2.0,1.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130140520,1,1,1,1,United States,Master's,1974.0,m,1/17/13,8/19/13,2068.0,36.0,0.0,33.0,0
HarvardX/CS50x/2012,MHxPC130562488,1,1,1,1,Other Europe,Master's,1979.0,m,9/18/12,6/20/13,394.0,38.0,0.0,12.0,0
HarvardX/CB22x/2013_Spring,MHxPC130505488,1,1,0,0,Brazil,Bachelor's,1975.0,f,1/29/13,4/25/13,10.0,1.0,0.0,2.0,0
HarvardX/PH207x/2012_Fall,MHxPC130243207,1,1,1,1,United Kingdom,Master's,1985.0,f,10/15/12,1/18/13,12913.0,53.0,3537.0,15.0,0
HarvardX/PH207x/2012_Fall,MHxPC130043919,1,1,1,0,United States,Master's,1982.0,m,11/27/12,4/2/13,937.0,29.0,216.0,9.0,0
HarvardX/PH278x/2013_Spring,MHxPC130353038,1,0,0,0,United States,Bachelor's,1983.0,f,1/13/13,unk,0.0,0.0,0.0,0.0,0
HarvardX/ER22x/2013_Spring,MHxPC130436719,1,1,0,1,Japan,unk,-1.0,unk,3/20/13,8/18/13,705.0,21.0,0.0,13.0,0
HarvardX/ER22x/2013_Spring,MHxPC130075502,1,1,0,0,Other Europe,unk,-1.0,unk,6/1/13,7/19/13,90.0,2.0,0.0,5.0,0
HarvardX/ER22x/2013_Spring,MHxPC130229958,1,1,0,0,United States,unk,-1.0,unk,1/16/13,6/30/13,8.0,2.0,0.0,2.0,0
HarvardX/PH278x/2013_Spring,MHxPC130328424,1,1,0,1,Germany,unk,-1.0,unk,2/22/13,6/20/13,1881.0,5.0,518.0,4.0,0
HarvardX/PH278x/2013_Spring,MHxPC130534510,1,0,0,0,Other South America,Master's,1987.0,f,3/8/13,3/8/13,1.0,1.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130049884,1,1,0,0,United States,Bachelor's,1988.0,m,1/15/13,3/14/13,72.0,3.0,0.0,2.0,0
HarvardX/ER22x/2013_Spring,MHxPC130154394,1,1,0,0,Other East Asia,Secondary,1995.0,f,6/18/13,8/1/13,11.0,3.0,0.0,2.0,0
HarvardX/CS50x/2012,MHxPC130375627,1,1,1,1,Spain,Master's,1985.0,m,7/25/12,6/30/13,257.0,60.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130118868,1,1,1,1,Ukraine,Master's,1978.0,m,10/17/12,5/5/13,292.0,25.0,0.0,12.0,0
HarvardX/CS50x/2012,MHxPC130440282,1,0,0,0,Unknown/Other,Bachelor's,1988.0,m,8/13/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/CB22x/2013_Spring,MHxPC130230048,1,1,0,0,Brazil,Master's,1978.0,m,3/11/13,3/13/13,23.0,2.0,0.0,1.0,0
HarvardX/PH207x/2012_Fall,MHxPC130199681,1,1,1,1,United States,Master's,1986.0,m,8/21/12,4/1/13,3412.0,27.0,369.0,15.0,0
HarvardX/CB22x/2013_Spring,MHxPC130571064,1,1,1,1,Greece,Bachelor's,1985.0,m,3/13/13,7/27/13,1893.0,33.0,0.0,26.0,0
HarvardX/ER22x/2013_Spring,MHxPC130164246,1,1,1,1,Other Europe,Bachelor's,1988.0,f,3/13/13,8/16/13,1301.0,28.0,0.0,29.0,0
HarvardX/CB22x/2013_Spring,MHxPC130532322,1,1,0,0,United Kingdom,Bachelor's,1982.0,m,3/22/13,3/22/13,82.0,1.0,0.0,3.0,0
HarvardX/CB22x/2013_Spring,MHxPC130075012,1,1,0,0,United States,Master's,1964.0,m,2/7/13,3/18/13,5.0,1.0,0.0,1.0,0
HarvardX/ER22x/2013_Spring,MHxPC130149724,1,1,1,1,India,Secondary,1994.0,m,2/8/13,8/25/13,1712.0,41.0,0.0,33.0,3
HarvardX/ER22x/2013_Spring,MHxPC130145595,1,1,1,1,United States,Bachelor's,1979.0,m,3/6/13,8/8/13,931.0,20.0,0.0,19.0,2
HarvardX/PH207x/2012_Fall,MHxPC130394324,1,1,0,0,France,Master's,1984.0,m,10/8/12,10/21/12,111.0,3.0,37.0,2.0,0
HarvardX/CS50x/2012,MHxPC130119147,1,0,0,0,Pakistan,Bachelor's,1994.0,m,10/16/12,unk,0.0,0.0,0.0,0.0,0
HarvardX/PH207x/2012_Fall,MHxPC130587817,1,1,1,1,Nigeria,Bachelor's,1974.0,m,10/18/12,1/19/13,1652.0,17.0,5.0,14.0,0
HarvardX/PH207x/2012_Fall,MHxPC130571940,1,0,0,0,Other East Asia,unk,-1.0,unk,8/17/12,8/17/12,2.0,1.0,0.0,0.0,0
HarvardX/CS50x/2012,MHxPC130105094,1,1,1,1,Germany,Bachelor's,1981.0,m,11/20/12,5/15/13,143.0,42.0,0.0,12.0,0
HarvardX/PH207x/2012_Fall,MHxPC130357069,1,1,1,1,India,Master's,1986.0,m,10/14/12,2/12/13,3492.0,28.0,876.0,11.0,0
